Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
WPEUROPM,Europe Producer Price Index,Producer Price Indices,Europe Euro,Europe,,,,,,,Index Number,Units,Stock,none,Monthly From Jan 1969 To Dec 2020<BR>,"Sources: Eurostat, Monthly Bulletin, European Central Bank, Monthly Bulletin (1969-) Notes: Data are taken from Eurostat before 1982 and from the European Central Bank beginning in 1982.  Data are calculated for all of Europe by the OECD, for the EEC countries by Eurostat, and for the Eurozone countries by the ECB.",
Date,Ticker,Open,High,Low,Close
01/31/1969,WPEUROPM,,,,4.5741522
02/28/1969,WPEUROPM,,,,4.6051889
03/31/1969,WPEUROPM,,,,4.6160558
04/30/1969,WPEUROPM,,,,4.6470924
05/31/1969,WPEUROPM,,,,4.6470924
06/30/1969,WPEUROPM,,,,4.6261818
07/31/1969,WPEUROPM,,,,4.6051889
08/31/1969,WPEUROPM,,,,4.6051889
09/30/1969,WPEUROPM,,,,4.6370486
10/31/1969,WPEUROPM,,,,4.6889959
11/30/1969,WPEUROPM,,,,4.7201149
12/31/1969,WPEUROPM,,,,4.782188
01/31/1970,WPEUROPM,,,,4.8140478
02/28/1970,WPEUROPM,,,,4.8551282
03/31/1970,WPEUROPM,,,,4.8551282
04/30/1970,WPEUROPM,,,,4.9079809
05/31/1970,WPEUROPM,,,,4.9079809
06/30/1970,WPEUROPM,,,,4.8660774
07/31/1970,WPEUROPM,,,,4.8551282
08/31/1970,WPEUROPM,,,,4.8869879
09/30/1970,WPEUROPM,,,,4.9281505
10/31/1970,WPEUROPM,,,,4.9700541
11/30/1970,WPEUROPM,,,,5.0329505
12/31/1970,WPEUROPM,,,,5.0531201
01/31/1971,WPEUROPM,,,,5.1470532
02/28/1971,WPEUROPM,,,,5.2099497
03/31/1971,WPEUROPM,,,,5.2619792
04/30/1971,WPEUROPM,,,,5.3038827
05/31/1971,WPEUROPM,,,,5.376082
06/30/1971,WPEUROPM,,,,5.3869488
07/31/1971,WPEUROPM,,,,5.5949845
08/31/1971,WPEUROPM,,,,5.5018748
09/30/1971,WPEUROPM,,,,5.5430373
10/31/1971,WPEUROPM,,,,5.6268445
11/30/1971,WPEUROPM,,,,5.6788739
12/31/1971,WPEUROPM,,,,5.76194
01/31/1972,WPEUROPM,,,,5.8348802
02/29/1972,WPEUROPM,,,,5.9079026
03/31/1972,WPEUROPM,,,,5.9288133
04/30/1972,WPEUROPM,,,,5.8977766
05/31/1972,WPEUROPM,,,,5.9598498
06/30/1972,WPEUROPM,,,,5.9707168
07/31/1972,WPEUROPM,,,,6.0227463
08/31/1972,WPEUROPM,,,,6.0747758
09/30/1972,WPEUROPM,,,,6.1058124
10/31/1972,WPEUROPM,,,,6.1477983
11/30/1972,WPEUROPM,,,,6.2517749
12/31/1972,WPEUROPM,,,,6.3139304
01/31/1973,WPEUROPM,,,,6.3868706
02/28/1973,WPEUROPM,,,,6.5537438
03/31/1973,WPEUROPM,,,,6.5747367
04/30/1973,WPEUROPM,,,,6.6476768
05/31/1973,WPEUROPM,,,,6.7416098
06/30/1973,WPEUROPM,,,,6.8247583
07/31/1973,WPEUROPM,,,,6.928735
08/31/1973,WPEUROPM,,,,7.1166011
09/30/1973,WPEUROPM,,,,7.3564967
10/31/1973,WPEUROPM,,,,7.5334959
11/30/1973,WPEUROPM,,,,7.7726506
12/31/1973,WPEUROPM,,,,8.0234131
01/31/1974,WPEUROPM,,,,8.2624854
02/28/1974,WPEUROPM,,,,8.502381
03/31/1974,WPEUROPM,,,,8.7212838
04/30/1974,WPEUROPM,,,,8.9084088
05/31/1974,WPEUROPM,,,,9.1273115
06/30/1974,WPEUROPM,,,,9.086149
07/31/1974,WPEUROPM,,,,9.190208
08/31/1974,WPEUROPM,,,,9.3462143
09/30/1974,WPEUROPM,,,,9.6272724
10/31/1974,WPEUROPM,,,,9.6691759
11/30/1974,WPEUROPM,,,,9.7320724
12/31/1974,WPEUROPM,,,,9.8252645
01/31/1975,WPEUROPM,,,,10.1070636
02/28/1975,WPEUROPM,,,,10.2530262
03/31/1975,WPEUROPM,,,,10.3570029
04/30/1975,WPEUROPM,,,,10.3989065
05/31/1975,WPEUROPM,,,,10.4191585
06/30/1975,WPEUROPM,,,,10.3779959
07/31/1975,WPEUROPM,,,,10.3779959
08/31/1975,WPEUROPM,,,,10.3671289
09/30/1975,WPEUROPM,,,,10.4819726
10/31/1975,WPEUROPM,,,,10.6070246
11/30/1975,WPEUROPM,,,,10.6380612
12/31/1975,WPEUROPM,,,,10.8569637
01/31/1976,WPEUROPM,,,,11.1799255
02/29/1976,WPEUROPM,,,,11.2839846
03/31/1976,WPEUROPM,,,,11.3988282
04/30/1976,WPEUROPM,,,,11.5758273
05/31/1976,WPEUROPM,,,,11.6697605
06/30/1976,WPEUROPM,,,,11.7636935
07/31/1976,WPEUROPM,,,,11.6488498
08/30/1976,WPEUROPM,,,,11.825849
09/30/1976,WPEUROPM,,,,12.003589
10/31/1976,WPEUROPM,,,,12.2117071
11/30/1976,WPEUROPM,,,,12.3785803
12/31/1976,WPEUROPM,,,,12.5447126
01/31/1977,WPEUROPM,,,,12.8265116
02/28/1977,WPEUROPM,,,,12.9724743
03/31/1977,WPEUROPM,,,,13.1704663
04/30/1977,WPEUROPM,,,,13.5244646
05/31/1977,WPEUROPM,,,,13.6494343
06/30/1977,WPEUROPM,,,,13.7433673
07/31/1977,WPEUROPM,,,,13.7325004
08/31/1977,WPEUROPM,,,,13.7953968
09/30/1977,WPEUROPM,,,,14.4102014
10/31/1977,WPEUROPM,,,,14.7432891
11/30/1977,WPEUROPM,,,,14.9932284
12/31/1977,WPEUROPM,,,,15.2960204
01/31/1978,WPEUROPM,,,,15.6601448
02/28/1978,WPEUROPM,,,,16.0040171
03/31/1978,WPEUROPM,,,,16.3169351
04/30/1978,WPEUROPM,,,,16.6709334
05/31/1978,WPEUROPM,,,,16.9418657
06/30/1978,WPEUROPM,,,,17.2446576
07/31/1978,WPEUROPM,,,,17.5986561
08/31/1978,WPEUROPM,,,,17.8175586
09/30/1978,WPEUROPM,,,,18.3073936
10/31/1978,WPEUROPM,,,,18.6404812
11/30/1978,WPEUROPM,,,,19.0884126
12/31/1978,WPEUROPM,,,,19.3174413
01/31/1979,WPEUROPM,,,,19.9641057
02/28/1979,WPEUROPM,,,,20.5579997
03/31/1979,WPEUROPM,,,,21.0680865
04/30/1979,WPEUROPM,,,,21.89175
05/31/1979,WPEUROPM,,,,22.5477172
06/30/1979,WPEUROPM,,,,23.0997076
07/31/1979,WPEUROPM,,,,23.7564979
08/31/1979,WPEUROPM,,,,24.1422738
09/30/1979,WPEUROPM,,,,24.7672867
10/31/1979,WPEUROPM,,,,25.2881581
11/30/1979,WPEUROPM,,,,26.1421173
12/31/1979,WPEUROPM,,,,26.5489685
