Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
NDDEUM,Germany Industrial Production Index,Production and Output,Non Currency Series,Germany,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1850 To Dec 1923<BR>Monthly From Jan 1924 To Apr 1938<BR>Annual From Dec 1939 To Jan 1946<BR>Monthly From Feb 1946 To Dec 2020<BR>,"Source: Monthly data are from League of Nations, Monthly Statistical Bulletin (1919-1947), United Nations, Monthly Statistical Bulletin (1948-) and Eurostat.  Annual data are from B.R. Mitchell, International historical Statistics, 4th Edition, 1998",
Date,Ticker,Open,High,Low,Close
01/31/1969,NDDEUM,,,,51.84
02/28/1969,NDDEUM,,,,54.959
03/31/1969,NDDEUM,,,,56.87
04/30/1969,NDDEUM,,,,58.706
05/31/1969,NDDEUM,,,,60.073
06/30/1969,NDDEUM,,,,60.575
07/31/1969,NDDEUM,,,,53.131
08/31/1969,NDDEUM,,,,52.938
09/30/1969,NDDEUM,,,,59.016
10/31/1969,NDDEUM,,,,61.397
11/30/1969,NDDEUM,,,,67.164
12/31/1969,NDDEUM,,,,61.942
01/31/1970,NDDEUM,,,,57.189
02/28/1970,NDDEUM,,,,60.709
03/31/1970,NDDEUM,,,,63.425
04/30/1970,NDDEUM,,,,62.948
05/31/1970,NDDEUM,,,,68.447
06/30/1970,NDDEUM,,,,63.493
07/31/1970,NDDEUM,,,,57.323
08/31/1970,NDDEUM,,,,54.942
09/30/1970,NDDEUM,,,,61.732
10/31/1970,NDDEUM,,,,64.037
11/30/1970,NDDEUM,,,,66.955
12/31/1970,NDDEUM,,,,62.948
01/31/1971,NDDEUM,,,,61.053
02/28/1971,NDDEUM,,,,62.411
03/31/1971,NDDEUM,,,,62.201
04/30/1971,NDDEUM,,,,65.798
05/31/1971,NDDEUM,,,,65.932
06/30/1971,NDDEUM,,,,65.186
07/31/1971,NDDEUM,,,,58.539
08/31/1971,NDDEUM,,,,53.726
09/30/1971,NDDEUM,,,,62.881
10/31/1971,NDDEUM,,,,65.731
11/30/1971,NDDEUM,,,,67.223
12/31/1971,NDDEUM,,,,60.03
01/31/1972,NDDEUM,,,,59.83
02/29/1972,NDDEUM,,,,62.134
03/31/1972,NDDEUM,,,,64.717
04/30/1972,NDDEUM,,,,68.38
05/31/1972,NDDEUM,,,,66.679
06/30/1972,NDDEUM,,,,65.932
07/31/1972,NDDEUM,,,,59.696
08/31/1972,NDDEUM,,,,55.763
09/30/1972,NDDEUM,,,,65.463
10/31/1972,NDDEUM,,,,67.5
11/30/1972,NDDEUM,,,,71.976
12/31/1972,NDDEUM,,,,70.341
01/31/1973,NDDEUM,,,,63.224
02/28/1973,NDDEUM,,,,69.26
03/31/1973,NDDEUM,,,,68.782
04/30/1973,NDDEUM,,,,72.722
